P0 .........,0
P0 xo.......,0
P0 xox......,0
P0 xoxo.....,0
P0 xoxox....,0
P0 xoxoxo...,0
P0 xoxoxox..,0
P0 xoxoxo.x.,0
P0 xoxoxo..x,0
P0 xoxoxoo.x,0
P0 xoxoxooxx,0
P0 xoxoxo.ox,0
P0 xoxoxoxox,0
P0 xoxoxxoo.,0
P0 xoxoxxoox,0
P0 xoxoxxo.o,0
P0 xoxoxxoxo,0
P0 xoxox.o..,0
P0 xoxoxxo..,0
P0 xoxox.ox.,0
P0 xoxox.o.x,0
P0 xoxox.oox,0
P0 xoxoxx.oo,0
P0 xoxoxxxoo,0
P0 xoxox..o.,0
P0 xoxoxx.o.,0
P0 xoxox.xo.,0
P0 xoxox..ox,0
P0 xoxox...o,0
P0 xoxoxx..o,0
P0 xoxox.x.o,0
P0 xoxox..xo,0
P0 xoxo.x...,0
P0 xoxoox...,0
P0 xoxooxx..,0
P0 xoxooxxo.,0
P0 xoxooxxox,0
P0 xoxooxx.o,0
P0 xoxooxxxo,0
P0 xoxoox.x.,0
P0 xoxoox..x,0
P0 xoxo.xo..,0
P0 xoxo.xox.,0
P0 xoxo.xo.x,0
P0 xoxo.xxoo,0
P0 xoxo.x.o.,0
P0 xoxo.xxo.,0
P0 xoxo.x.ox,0
P0 xoxo.x..o,0
P0 xoxo.xx.o,0
P0 xoxo.x.xo,0
P0 xoxo..x..,0
P0 xoxoo.x..,0
P0 xoxoo.xxo,0
P0 xoxoo.xox,0
P0 xoxo.ox..,0
P0 xoxo.oxxo,0
P0 xoxoxoxxo,0
P0 xoxo.oxox,0
P0 xoxo..xo.,0
P0 xoxo..xox,0
P0 xoxo..x.o,0
P0 xoxo..xxo,0
P0 xoxo...x.,0
P0 xoxoo..x.,0
P0 xoxoo.oxx,0
P0 xoxooxoxx,0
P0 xoxo.o.x.,0
P0 xoxo.ooxx,0
P0 xoxo..ox.,0
P0 xoxo..oxx,0
P0 xoxo...xo,0
P0 xoxo....x,0
P0 xoxoo...x,0
P0 xoxo.o..x,0
P0 xoxo..o.x,0
P0 xoxo...ox,0
P0 xoxxoo...,0
P0 xoxxoox..,0
P0 xoxxoo.xo,0
P0 xoxxooxxo,0
P0 xoxxoo.ox,0
P0 xoxxooxox,0
P0 xoxxoxoo.,0
P0 xoxxoxoox,0
P0 xoxxoxo.o,0
P0 xoxxoxoxo,0
P0 xoxxo.o..,0
P0 xoxxoxo..,0
P0 xoxxo.oxo,0
P0 xoxxo.oox,0
P0 xoxxox.oo,0
P0 xoxxoxxoo,0
P0 xoxxo..o.,0
P0 xoxxox.o.,0
P0 xoxxo.xo.,0
P0 xoxxo..ox,0
P0 xoxxo...o,0
P0 xoxxox..o,0
P0 xoxxo.x.o,0
P0 xoxxo..xo,0
P0 xox.o....,0
P0 xoxxo....,0
P0 xox.ox...,0
P0 xox.oxo..,0
P0 xox.oxox.,0
P0 xox.oxo.x,0
P0 xox.oxxoo,0
P0 xox.ox.o.,0
P0 xox.oxxo.,0
P0 xox.ox.ox,0
P0 xox.ox..o,0
P0 xox.oxx.o,0
P0 xox.ox.xo,0
P0 xox.o.x..,0
P0 xox.oox..,0
P0 xox.ooxxo,0
P0 xox.ooxox,0
P0 xox.o.xo.,0
P0 xox.o.xox,0
P0 xox.o.x.o,0
P0 xox.o.xxo,0
P0 xox.o.ox.,0
P0 xox.o..xo,0
P0 xox.o.o.x,0
P0 xox.o..ox,0
P0 xoxxxoo.o,0
P0 xoxxxooxo,0
P0 xoxx.ooxo,0
P0 xoxxxo.oo,0
P0 xoxxxoxoo,0
P0 xoxx.o.o.,0
P0 xoxx.oxo.,0
P0 xoxx.o..o,0
P0 xoxxxo..o,0
P0 xoxx.ox.o,0
P0 xoxx.o.xo,0
P0 xox.xoo..,0
P0 xox.xoox.,0
P0 xox.xo.o.,0
P0 xox.xoxo.,0
P0 xox.xo..o,0
P0 xox.xox.o,0
P0 xox.xo.xo,0
P0 xox..o...,0
P0 xox.xo...,0
P0 xox..ox..,0
